Name,Bio,Labels,Notable Releases,Link
Killer Hertz,N/A...,"Viper Recordings, Killer Hertz, Elevate Records",,https://drumandbassuk.com/artist/killer-hertz
Killill,N/A...,"Sinister Audio, Space Records Be, Spectre Audio, Young Guns Recordings, BassLayerz Recordings, Bulletproof Records, Biological Beats",,https://drumandbassuk.com/artist/killill
Kind Fiction,N/A...,"Intuition Music, Four Corners",,https://drumandbassuk.com/artist/kind-fiction
King Yoof,N/A...,"Supafrequency, Jungle Mania Recordings, Roots Records UK, Easy Vibes, Emcee Recordings, Trojan Reloaded, Kartoons, Biological Beats, The Foundation",,https://drumandbassuk.com/artist/king-yoof
Kings Of The Rollers,N/A...,"Souped Up Records, Hospital Records, Rinse, DnB Allstars",,https://drumandbassuk.com/artist/kings-of-the-rollers
Kintsuku,N/A...,"Bay 6 Recordings, Enhanced Progressive, Beats In Mind, The Hornets Nest, Electro Petal Records, Kintsuku",,https://drumandbassuk.com/artist/kintsuku
KIPPO,N/A...,"Overview Music, Duckland, Second Phase, No More Parties, Hospital Records, NUFORM, Primitive UK, DMY Recordings",,https://drumandbassuk.com/artist/kippo
Kipsy,N/A...,"Detached Audio, Default Recordings, Kos.Mos.Music, Four Corners, Soul Deep Exclusives",,https://drumandbassuk.com/artist/kipsy
Kiril,N/A...,"ThirtyOne Recordings, Payner, Guidance, Critical Music, The Dreamers Recordings",,https://drumandbassuk.com/artist/kiril
Kit Rice,N/A...,"Future Retro, Beats In Mind, Grand Theft Audio Recordings UK, Boomslang Recordings, Good For You Records, Viper Recordings, Liquicity, High Tea Music, Purple Tea Records, Galacy Records",,https://drumandbassuk.com/artist/kit-rice
Klax,N/A...,Critical Music,,https://drumandbassuk.com/artist/klax
Kleu,N/A...,"DnB Direct Records, Gorilla Warfare, FUTURE, Raider Records, YANA Music, Dope Ammo Records, Kleu Music, Dub Shotta, Uncommon Records",,https://drumandbassuk.com/artist/kleu
Klinical,N/A...,"Vandal Records, Overview Music, Deep Dark & Dangerous, Shogun Audio",,https://drumandbassuk.com/artist/klinical
Kloke,N/A...,"Mindgames, Unknown To The Unknown, Future Retro London, Waveforms",,https://drumandbassuk.com/artist/kloke
Klushe,N/A...,"Dnbb Digital, Liquid Flow, Deep Beat Records",,https://drumandbassuk.com/artist/klushe
Klute,N/A...,"Function Records, FATE Recordings, Commercial Suicide, Metalheadz, Drum&BassArena",,https://drumandbassuk.com/artist/klute
Koherent,N/A...,"Gemini Gemini, Catching Cairo, Overview Music",,https://drumandbassuk.com/artist/koherent
KOKUZE,N/A...,"Audio Arc, Blackbox Records Canada, Automata Music, Accelerated, Direct Action Records",,https://drumandbassuk.com/artist/kokuze
Kolectiv,N/A...,"Sofa Sound, Dispatch Recordings, Mustard Music LTD, Yamatai Records, Renegade Hardware, Four Corners, Rebel Music, Metalheadz, Prestige Music",,https://drumandbassuk.com/artist/kolectiv
Konetix,N/A...,"Dirtbox Recordings, R.O.A.M, DNB Vibes, Roadblock Records, DRS x Phantasy, Propa Talent, Melted Face Recordings",,https://drumandbassuk.com/artist/konetix
Konflict,N/A...,Renegade Hardware,,https://drumandbassuk.com/artist/konflict
Konfront.Audio,N/A...,"Fokuz Recordings, T3K, Flexout Audio, Inform Records, Syndrome Audio, Citrus Recordings, Influenza Media, Soul Deep Exclusives",,https://drumandbassuk.com/artist/konfrontaudio
Konichi,N/A...,"Smokin Riddims, Radius Recordings, Gun Audio, OTB Recordings, Playaz Recordings, Hangar Records, New Playaz, Short Circuit Records",,https://drumandbassuk.com/artist/konichi
Konz,N/A...,"Life For Music, The Juicebox, Drippyboiii Recordings, Hazardous Musik, Murky Digital, Audio Addict Records, Drum Lab Audio, Dutty Bass Audio",,https://drumandbassuk.com/artist/konz
Korrelate,N/A...,"PLTX Music, Korrelate",,https://drumandbassuk.com/artist/korrelate
Korshoon,N/A...,"High Resistance, Tonrecords, Gunsta Records, Smoked Style",,https://drumandbassuk.com/artist/korshoon
Koto,N/A...,"Upstate Nation, Insatiable Records",,https://drumandbassuk.com/artist/koto
Kove,N/A...,"UKF, Spearhead Records, BEAT Music Fund, Liquicity Records, Late Night People, Viper Recordings, Liquicity, Mixmash Records, RCA Records Label, Xploded Music Limited",,https://drumandbassuk.com/artist/kove
Koven,N/A...,"UKF, Coalition-Audio, Monstercat, Intercord, NCS",,https://drumandbassuk.com/artist/koven
Krakindub,N/A...,Dubwise Station,,https://drumandbassuk.com/artist/krakindub
Krakota,N/A...,"Armada Music, DnB Allstars, Anjunabeats, Hospital Records, Sleepless Music Ltd., BLACKCARTEL",,https://drumandbassuk.com/artist/krakota
Kreecha,N/A...,"Annihilation Audio, Breakin' Arts Recordings, Digital Disorder Records",,https://drumandbassuk.com/artist/kreecha
Krinjah,N/A...,Sequel One Records,,https://drumandbassuk.com/artist/krinjah
KRITIKAL,N/A...,"Wobbles & Waffles, IMPACT, CLUBWRK (AU), Elevate Records, CLUBWRK",,https://drumandbassuk.com/artist/kritikal
Kritix,N/A...,"Kritix, War On Silence, Cézame Carte Blanche",,https://drumandbassuk.com/artist/kritix
Kromuh,N/A...,"Bassrush Records, 40oz Records, Prisma Labs, Wormhole Music Group, Kromuh Music, The Rust Music",,https://drumandbassuk.com/artist/kromuh
Kronology,N/A...,"Viper Recordings, Technique Recordings, Big Booty Bass",,https://drumandbassuk.com/artist/kronology
Krust,N/A...,"Studio Barnhus, Wonder Palace Music, MrBean, V Recordings",,https://drumandbassuk.com/artist/krust
Kryptomedic,N/A...,"Machinist Music, Eatbrain, T3K, Bad Taste Recordings, Empathy Audio, IN:DEEP Music, High Resistance, FATE Recordings, Empire Recordings",,https://drumandbassuk.com/artist/kryptomedic
Krytika,N/A...,"PRSPCT Recordings, KRYTIKA Productions, Krytika, Metafiziq Recordings, Future Sickness Records",,https://drumandbassuk.com/artist/krytika
Kuantum,N/A...,Hyperactivity Music,,https://drumandbassuk.com/artist/kuantum
Kublai,N/A...,"Sofa Sound, The North Quarter, FIVE ALLEY, Computer Integrated Audio, Subdue Audio, C.I.A., Drum&BassArena",,https://drumandbassuk.com/artist/kublai
Kumarachi,N/A...,"Dispatch LTD, Dispatch Recordings, Deep in the Jungle Records, Liondub International, Audio Addict Records, play:musik, Jungle Tings Audio, Big And Heavy Recordings, Locked Up Music, Section 63 Recordings",,https://drumandbassuk.com/artist/kumarachi
Kumo,N/A...,"Invicta Audio, Independent, Covert Garden, OTD - On The Decks, Kumo Music, Shack Records, Section 63 Recordings",,https://drumandbassuk.com/artist/kumo
Kung,N/A...,"Dirtbox Recordings, Independent, DNBTV, Flexout Audio, ForeVision Digital, Surveillance Music, Genome Records, ProgRAM",,https://drumandbassuk.com/artist/kung
Kurruptdata,N/A...,"UK EXPORT Records, Odyssey Recordings, Neutronic Beats, DNBB Recordings, Influenza Media, DNB Source, DNBR Records, Complex Records, Soul Deep Exclusives",,https://drumandbassuk.com/artist/kurruptdata
Kursiva,N/A...,"Spring BassJam Records, South Yard, 83, Distorsion Records, Audiogore, C4C Recordings",,https://drumandbassuk.com/artist/kursiva
Kusha,N/A...,"Dirtbox Recordings, R U SRS?",,https://drumandbassuk.com/artist/kusha
Kusp,N/A...,"Race Music, Overview Music, SINE Audio, The Sauce Recordings, Soul in Motion Records, Detail Recordings",,https://drumandbassuk.com/artist/kusp
Kutlo,N/A...,"Hoofbeats Music, Eatbrain, Delta9 Recordings, Blackout Music NL, High Resistance",,https://drumandbassuk.com/artist/kutlo
Kyra,N/A...,"7Music, Kyra, Pottberliner Music",,https://drumandbassuk.com/artist/kyra
Kyrist,N/A...,"Overview Music, Sofa Sound, Yamatai Records, Backshift Sounds, Kynetic Sound, DARKMTTR Records, Vision Recordings",,https://drumandbassuk.com/artist/kyrist
Kyro,N/A...,"Vibez' 93, Astrx",,https://drumandbassuk.com/artist/kyro
L Double,N/A...,Flex Records,,https://drumandbassuk.com/artist/l-double
L Plus,N/A...,"Night On Earth Records, Hoofbeats Music, Technique Recordings, Dub Shotta, Make Your Era, NUFORM, Low Down Deep Recordings",,https://drumandbassuk.com/artist/l-plus
L-Side,N/A...,"Spearhead Records, V Recordings, Liondub International, Space Cadet, Symmetry Recordings, Philly Blunt Records",,https://drumandbassuk.com/artist/l-side
L0G1N,N/A...,"DeVice, T3K, Flexout Audio, Delta9 Recordings, Grid Recordings UK, Love For Low Frequencies, rave.era",,https://drumandbassuk.com/artist/l0g1n
L3MMY DUBZ,N/A...,"Dirtbox Recordings, Kingdom Audio, L3MMY DUBZ MUSIC, VTO Records, Play Me Records, BoujeeBass TV, Nemesis Recordings Digital",,https://drumandbassuk.com/artist/l3mmy-dubz
LA Riots,N/A...,"Monday Social Music, Circus Recordings, Hood Politics Records, NONSTOP, YAYO Records, Safe Music",,https://drumandbassuk.com/artist/la-riots
Lally,N/A...,"Hospital Records, Soulvent Records, Archway Records UK",,https://drumandbassuk.com/artist/lally
LaMeduza,N/A...,"Masterworks, Overview Music, RAM Records, Nëu Music, Obsolete Medium, Metalheadz",,https://drumandbassuk.com/artist/lameduza
Landscapers,N/A...,"Close 2 Death, Hidden Tracks",,https://drumandbassuk.com/artist/landscapers
Landslide,N/A...,"NCX RECORDS, ReState Records, Hospital Records, Round The Houses, Landmass Recordings, Solektro Records, ODL",,https://drumandbassuk.com/artist/landslide
Laney,N/A...,"Altius Sounds, Eternal Muzic Records",,https://drumandbassuk.com/artist/laney
Lapalace,N/A...,Insult To Injury,,https://drumandbassuk.com/artist/lapalace
Larigold,N/A...,"Liquid Flavours Records, RSTLSSNSS, Flight Pattern Records, Celsius Recordings, Elm Imprint, Soul Deep Exclusives, Kriterion Recordings",,https://drumandbassuk.com/artist/larigold
Lasu,N/A...,"Reflektor Dnb, Soul Deep Digital, 759750 Records DK",,https://drumandbassuk.com/artist/lasu
latesleeper,N/A...,"Overview Music, The Tabula Rasa Record Company, STUDIO, Neksus Sound, Wavecraft Collective, Critical Music",,https://drumandbassuk.com/artist/latesleeper
Laura LeRoy,N/A...,"Tonformer Records, GunsAndRoses, Laura LeRoy",,https://drumandbassuk.com/artist/laura-leroy
Lauren Rose,N/A...,"Riot Dubs, Gorilla Warfare, Lauren Rose, Grand Theft Audio Recordings UK",,https://drumandbassuk.com/artist/lauren-rose
Lavance,N/A...,"Overview Music, Sofa Sound, Surveillance Music, Onyx Recordings, Midas Touch Recordings, Critical Music",,https://drumandbassuk.com/artist/lavance
LAWE,N/A...,"Accelerant Records, Future Bass Records, Riverside Records, Different Records, LAWE Music, Simplify Recordings, Dnbb Digital",,https://drumandbassuk.com/artist/lawe
Leaf,N/A...,"Sofa Sound, Serial Killaz, Yamatai Records, Mac 2 Digital, Leaf Music, TRES-2B MUSIC LTD, Weighty Records, Original Ting Music, Sub-liminal Recordings, Audioporn Records Ltd",,https://drumandbassuk.com/artist/leaf
Lee Mvtthews,N/A...,"DnB Allstars, Liquicity Records, Lee Mvtthews, Sleepless Music Ltd., Elevate Records",,https://drumandbassuk.com/artist/lee-mvtthews
Lee UHF,N/A...,"Dirtbox Recordings, DEEPNAS, Bedlam Records, Imagine Audio",,https://drumandbassuk.com/artist/lee-uhf
Leemo (UK),N/A...,"Monotonous Material Records, Precinct, Sleep Less Records UK, Grand Theft Audio Recordings UK, TTG Records, TTG, LoveThatBass",,https://drumandbassuk.com/artist/leemo-uk
Legion,N/A...,"Lexicon Records, RAM Records, Sine Language, Artikal Music UK, Ocean Bleu Label, ProgRAM",,https://drumandbassuk.com/artist/legion
Leks,N/A...,"Sofa Sound, Mustard Music LTD, Yamatai Records, Hyperactivity Music, Motive Audio, Just Buzz Bass Recordings",,https://drumandbassuk.com/artist/leks
Lemon D,N/A...,"R&S Records, Liquid V, Valve Recordings, Infrared Records, Nixa Innovatives, Metalheadz, Alex Reece",,https://drumandbassuk.com/artist/lemon-d
Leniz,N/A...,"Fokuz Recordings, Differential Recordings, Liquid V, Four Corners, Galacy Records",,https://drumandbassuk.com/artist/leniz
Lens,N/A...,"Born on Road, Black Butter, Room Two Recordings, Lens, Hospital Records, Atlantic Records UK, Elevate Records, Shogun Audio",,https://drumandbassuk.com/artist/lens
Lenzman,N/A...,"The North Quarter, The Sauce Recordings, Rosebay Music, FIVE ALLEY, Rhythm Section International, Carbon Music, Integral Records, Shogun Audio",,https://drumandbassuk.com/artist/lenzman
Level 2,N/A...,"Natty Dub Recordings, Symmetry Recordings, V Recordings",,https://drumandbassuk.com/artist/level-2
Levela,N/A...,"Overview Music, LVL Music",,https://drumandbassuk.com/artist/levela
Levia,N/A...,"Dirtbox Recordings, 3xBlast, Imagine Audio, 1096568 Records DK, 10575473 Records DK",,https://drumandbassuk.com/artist/levia
Levite,N/A...,"Dnbb Digital, DNBB Recordings, REBEL EYE, Levite",,https://drumandbassuk.com/artist/levite
Lewis James,N/A...,"B4 Music, Laundry Zero, Glowmade, None60, Exit Records, Rua Sound, Astrophonica, ProgRAM",,https://drumandbassuk.com/artist/lewis-james
Lexed,N/A...,"Overclockin Records, Basstripper, DeVice, BRIZNIZ UK, Salia Sounds, Seal Network JV, DnB Allstars, Skankandbass, Play Me Records, Viper Recordings, Blackout Music NL, Hospital Records, Manifest, Automata Music",,https://drumandbassuk.com/artist/lexed
Lexurus,N/A...,"UKF, Liquicity, Liquicity Records",,https://drumandbassuk.com/artist/lexurus
LFDM,N/A...,Young NRG Productions,,https://drumandbassuk.com/artist/lfdm
Libby Rollings,N/A...,2057278 Records DK,,https://drumandbassuk.com/artist/libby-rollings
Licid,N/A...,"High Bass Audio, Space Records Be, Exert Records, That's Skanky Records, Motive Recordz, Debunked Records",,https://drumandbassuk.com/artist/licid
Lights Out,N/A...,"Black Magic Records, Eatbrain, Independent, Lights Out, Lights Out Audio",,https://drumandbassuk.com/artist/lights-out
Lily García,N/A...,"Diamond Dubz, Lily Garcia, Boomsha Recordings",,https://drumandbassuk.com/artist/lily-garcia
Limewax,N/A...,"HeadRead Music, L B Recordings, PRSPCT Recordings, C4C Limited, HeadRead, Evar Records, Absys Records",,https://drumandbassuk.com/artist/limewax
Liminal,N/A...,"Machinist Music, Cymbalism Recordings, Rockers 175 Records, Evilgrapez, Patrol The Skies Music, Bandal Music",,https://drumandbassuk.com/artist/liminal
Limit,N/A...,"Morbid Clique Entertainment, Wellenbrecher Records, DEF MUSIC RECORDS, Metius Music, Limit Records, Halocline Trance, DEFY Records, Omni Music",,https://drumandbassuk.com/artist/limit
Linear,N/A...,"Fuck About! Drum & Bass, Detached Audio",,https://drumandbassuk.com/artist/linear
Link,N/A...,"Bumpin Underground Records, Touch Tone, iMusician Digital, Crossworld Records, Tandava Records, Link, NBS",,https://drumandbassuk.com/artist/link
Linquei,N/A...,"Dnbb Digital, Liquid Flow",,https://drumandbassuk.com/artist/linquei
Liondub,N/A...,Liondub International,,https://drumandbassuk.com/artist/liondub
Liquefaction,N/A...,"Lizplay Records, Sub Wavelength Recordings",,https://drumandbassuk.com/artist/liquefaction
Liquid Man,N/A...,"Liquid Man, Pison Contents, Massfield Records",,https://drumandbassuk.com/artist/liquid-man
Liquid Waves,N/A...,"Inform Records, Digital Blus, Fizzy Beats, Soul Deep Digital, Atmomatix Records, Under Records",,https://drumandbassuk.com/artist/liquid-waves
Lixed,N/A...,"Gradient Records, Exert Records, Tsunami (UK), Crucast",,https://drumandbassuk.com/artist/lixed
LM1,N/A...,"Soul Deep Recordings, Influenza Media, Celsius Recordings, Absys Records, Offworld Recordings",,https://drumandbassuk.com/artist/lm1
Loadstar,N/A...,"Bassrush Records, RAM Records, Vision Recordings",,https://drumandbassuk.com/artist/loadstar
Loboski,N/A...,"Garage Shared, Crucast, Dark Machine (Label), Wobbles & Waffles",,https://drumandbassuk.com/artist/loboski
Lock Smith,N/A...,"Smithsonian Records, Sheer Velocity Recordings, Thoughtless Music, Jazzsticks Recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/lock-smith
Lockjaw,N/A...,"Plasma Audio, Locked Concept",,https://drumandbassuk.com/artist/lockjaw
Logam,N/A...,"RAM Records, Play Me Records, Santoku Records, Logam, ProgRAM, New Playaz",,https://drumandbassuk.com/artist/logam
Logan D,N/A...,"MHITR (My Home Is The Rave), Low Down Deep Recordings",,https://drumandbassuk.com/artist/logan-d
Logic,N/A...,"Strictly Rhythm Records, Low Pitched Records, Intent Records",,https://drumandbassuk.com/artist/logic
Logic MC,N/A...,Undivided Records,,https://drumandbassuk.com/artist/logic-mc
Logistics,N/A...,"BMG Rights Management (UK) Ltd., Hospital Records, BS1 Records",,https://drumandbassuk.com/artist/logistics
London Elektricity,N/A...,"Metalheadz, Fast Soul Music",,https://drumandbassuk.com/artist/london-elektricity
London Elektricity Big Band,N/A...,Hospital Records,,https://drumandbassuk.com/artist/london-elektricity-big-band
Loop Faction,N/A...,"Yogocop Records, 795199 Records DK",,https://drumandbassuk.com/artist/loop-faction
Loose Bandit,N/A...,DANCEFLOOR ASTRONOMY,,https://drumandbassuk.com/artist/loose-bandit
Low5,N/A...,"Liquefied, LUX Music, Play Me Records, Empathy Audio, The Acid Mind Recordings, Celsius Recordings, C Recordings",,https://drumandbassuk.com/artist/low5
Low:r,N/A...,"Independent, Soulvent Records, Liquicity Records, Liquicity, Galacy Records",,https://drumandbassuk.com/artist/lowr
Lowriderz,N/A...,"Dan Jet, Neuropunk Records, Deep in the Jungle Records, Ozriderz, High Resistance",,https://drumandbassuk.com/artist/lowriderz
Loxy,N/A...,"Architecture Recordings, RAM Records, LOXY, Canopic, Renegade Hardware, Canopic Recordings Marley Man, Straight Up Breakbeat, Canopic Recordings, Future Retro London",,https://drumandbassuk.com/artist/loxy
Loz Contreras,N/A...,"Method Music, Fokuz Recordings, Liquicity Records, Galacy Records",,https://drumandbassuk.com/artist/loz-contreras
LQ,N/A...,"ProgRAM, Soulvent Records",,https://drumandbassuk.com/artist/lq
LSB,N/A...,"Spearhead Records, UKF, Footnotes, Liquicity Records, Culture Shock Music, Tyler Daley",,https://drumandbassuk.com/artist/lsb
LTJ Bukem,N/A...,"Drum&BassArena, goodlooking Records, Anjunabeats",,https://drumandbassuk.com/artist/ltj-bukem
Luc Allen,N/A...,"Luc Allen Music, Luc Allen, 3552442 Records DK2",,https://drumandbassuk.com/artist/luc-allen
Lucy Diamond,N/A...,"Dropzone Audio, Samurai Bass Audio, Dima Music, R3dX Recs, da.n.c.e., Eternal Muzic Records",,https://drumandbassuk.com/artist/lucy-diamond
Lucy Furr,N/A...,"xanni, PRSPCT Recordings",,https://drumandbassuk.com/artist/lucy-furr
Luke Truth,N/A...,"Galacy Records, Space Cadet, Four Corners, Transparent Audio, Liquicity, Goldfat Records, Dnbb Digital, ESAF",,https://drumandbassuk.com/artist/luke-truth
Lupo,N/A...,"The Mob Recordings, Liondub International, Deep in the Jungle Records, LuPO Entertainment, OCC Recordings, Boom 93, Profound Beats",,https://drumandbassuk.com/artist/lupo
Lurch,N/A...,"Fokuz Recordings, Intrigue Music, Soul Deep Digital, Sixteen Step Records, Silhouette Audio, The Chikara Project, Jazzsticks Recordings",,https://drumandbassuk.com/artist/lurch
Luxiie,N/A...,"Dnbb Digital, 4 Jungle Records",,https://drumandbassuk.com/artist/luxiie
LUYAH,N/A...,"Nerium Records, SEMBLANCE. RECORDS LTD, LUYAH, WireTrap Records, South West Riddim, Shack Records",,https://drumandbassuk.com/artist/luyah
LXRENZ,N/A...,"Toolroom Trax, recordJet, LXRENZ",,https://drumandbassuk.com/artist/lxrenz
Lyndon Jarr,N/A...,"Unchained Recordings, Static and Strange, SmallPrint HQ, SmallPrint Recordings, Samsara Beats, 140 Ninja, The Dreamers Recordings",,https://drumandbassuk.com/artist/lyndon-jarr
Lynx,N/A...,"Soul in Motion Records, Krunchtime, Influence Records, Detail Recordings, Metalheadz, Nomad Music",,https://drumandbassuk.com/artist/lynx
Lyptikal,N/A...,"Eternal Muzic Records, Wild West Recordings, Gun Audio",,https://drumandbassuk.com/artist/lyptikal
M-Beat,N/A...,"MOVES Recordings, St Bess Records, Renk Records",,https://drumandbassuk.com/artist/m-beat
M-Church,N/A...,"Smooth N Groove Records, Soul Deep Exclusives",,https://drumandbassuk.com/artist/m-church
M-Soul,N/A...,"In Da Jungle Recordings, Flexout Audio, M-Soul, Violation Music, JTS Recordings, Proximity Recordings, Black Seeds Recordings, Nurtured Beatz, ANT FAMILY RECORDZ, E-Motion Records",,https://drumandbassuk.com/artist/m-soul
M-Soul & S27,N/A...,"Halogen Music, Vandal Records",,https://drumandbassuk.com/artist/m-soul-s27
M-zine,N/A...,"Sofa Sound, ThirtyOne Recordings, Mustard Music LTD, Soul in Motion Records, Guidance, Midas Touch Recordings, Subtitles Music, Sound Enforcers",,https://drumandbassuk.com/artist/m-zine
m00seT,N/A...,"Who Hurt You Records, scarlet veil music, Imagine Audio, Free Palestine Records, Little Angry Moth, Smörgåsbord Records, Das ist Heiß Records",,https://drumandbassuk.com/artist/m00set
Macca,N/A...,"Forbidden Frequencies, Fokuz Recordings, Future Retro, Liquid V, V Recordings, Skankandbass, Four Corners",,https://drumandbassuk.com/artist/macca
Macca (DNB),N/A...,Fokuz Recordings,,https://drumandbassuk.com/artist/macca-dnb
Machinedrum,N/A...,"Ninja Tune, Swarm Audio, SOFARSOBAD, LUCKYME®, Space Age Sound, VISION",,https://drumandbassuk.com/artist/machinedrum
Mackadena,N/A...,"Big Fish Empire, Bouman Records, Drum Army, Make Your Era",,https://drumandbassuk.com/artist/mackadena
Macky Gee,N/A...,"Macky Gee Music, Tomorrowland Music",,https://drumandbassuk.com/artist/macky-gee
Mad Zoo,N/A...,"Trama, Dnbb Digital, Definitive Recordings",,https://drumandbassuk.com/artist/mad-zoo
Madcap,N/A...,"Utopia Music, Santorin, Fokuz Recordings, Rollout Records, Liquid V, Dispatch Recordings, Mac 2 Digital, Four Corners, Jazzsticks Recordings, FLOODLIGHT WW, Soul Deep Exclusives",,https://drumandbassuk.com/artist/madcap
Madman & Poets,N/A...,"Subway Soundz, Underground Soundz, Low Down Deep Recordings",,https://drumandbassuk.com/artist/madman-poets
Madmen & Poets,N/A...,"Fokuz Recordings, Phunkfiction Recordings",,https://drumandbassuk.com/artist/madmen-poets
Madrush MC,N/A...,"Skankandbass, MO7 RECORDINGS, Y-Zer, Subdue Audio, Reptile Dysfunction, Neksus Sound, NUCRU, Audio Addict Records, Onyx Recordings, Run Tingz Recordings",,https://drumandbassuk.com/artist/madrush-mc
Madsoon,N/A...,"4 Jungle Records, M Ocean Records, Raven RCRDS, Sp Forgotten Recordings, Unchained Music",,https://drumandbassuk.com/artist/madsoon
Madster,N/A...,"Version Collective, Korsakov Music",,https://drumandbassuk.com/artist/madster
Maduk,N/A...,"UKF, Liquicity, Spinnin' Records, Liquicity Records",,https://drumandbassuk.com/artist/maduk
Mage,N/A...,"DeVice, Elephant Trunk, Beatalistics, Kill Inc Drum & Bass, Gunsta Records",,https://drumandbassuk.com/artist/mage
Magellan Starchild,N/A...,DDRRAAGG,,https://drumandbassuk.com/artist/magellan-starchild
Magenta,N/A...,"Dispatch Recordings, Virgin Music Label And Artist Services (S&D), 1483974 Records DK2, Next:Gen Audio, Make Your Era, Low Down Deep Recordings",,https://drumandbassuk.com/artist/magenta
Magnafide,N/A...,"FORCE Recordings, Fourth Level Audio, Soul Deep Digital, Tangential Music, Soul Deep Exclusives",,https://drumandbassuk.com/artist/magnafide
Magnetude,N/A...,"Renegade Hardware, Neuropunk Records, Evolution Chamber",,https://drumandbassuk.com/artist/magnetude
Magnum Opus,N/A...,Magnum Opus,,https://drumandbassuk.com/artist/magnum-opus
Mailky,N/A...,"Eldryss Music, Live History Records",,https://drumandbassuk.com/artist/mailky
Maizie Walsh,N/A...,"ReeWired Records, Base, Biological Beats",,https://drumandbassuk.com/artist/maizie-walsh
Majistrate,N/A...,"Sweet Tooth Recordings, MHITR (My Home Is The Rave), Low Down Deep Recordings, Crucast",,https://drumandbassuk.com/artist/majistrate
Makoto,N/A...,"Spearhead Records, UKF, SM Entertainment, Lalabeam Records, Con-Natural Music, Liquicity Records, Liquicity, Hospital Records, Human Elements",,https://drumandbassuk.com/artist/makoto
Malaky,N/A...,"Fokuz Recordings, Integral Records, Four Corners, SGN:LTD, Galacy Records, Exiled Recordings, Let It Roll",,https://drumandbassuk.com/artist/malaky
Maldini,N/A...,"Bad Taste Recordings, Monologue Records, C4C Recordings, Nemesis Recordings Digital",,https://drumandbassuk.com/artist/maldini
Malk,N/A...,"Atlantic Records Russia, Neuropunk Records, InBeatWeTrust Music, Interplay Unity, Kos.Mos.Music, DEEPNAS, Faib Music Production, IN:DEEP Music, Boey Audio, КОСТЁР",,https://drumandbassuk.com/artist/malk
Malux,N/A...,"Bad Taste Recordings, NËU, VALE (Various Artists Limitless Expression LLC), Vision Recordings, C4C Recordings, Evolution Chamber",,https://drumandbassuk.com/artist/malux
Mammyth,N/A...,"PLTX Music, Daydream Records, Cryptochronica Music",,https://drumandbassuk.com/artist/mammyth
Mampi Swift,N/A...,Charge Recordings,,https://drumandbassuk.com/artist/mampi-swift
Mandidextrous,N/A...,"Amen4Tekno Digital, YosH, Hospital Records, Neuroheadz, Speedbass Recordings, AIRGLOMUSIC",,https://drumandbassuk.com/artist/mandidextrous
Manikin,N/A...,"Forbidden Frequencies, SUB ERA, Skankandbass, Empathy Audio, Good Karma Music, Ekou Recordings, Terra Firma",,https://drumandbassuk.com/artist/manikin
Manta,N/A...,"Eatbrain, T3K, SINFUL MAZE, Korsakov Music, Blu Saphir, High Tea Music, Manta, 5161983 Records DK",,https://drumandbassuk.com/artist/manta
Mantra,N/A...,"UVB-76 Music, Tempa, Sneaker Social Club, Straight Up Breakbeat, Rupture LDN, System Music",,https://drumandbassuk.com/artist/mantra
Manual DNB,N/A...,"Onyx Recordings, Helix Records, Bagged & Tagged Records, 6889036 Records DK",,https://drumandbassuk.com/artist/manual-dnb
Marcio Mouse,N/A...,"Baticum MR, Anarchy in the Funk, Luvdisaster Records, Deconstructed Recordings, Chillax Trax, Soulbass Recordings",,https://drumandbassuk.com/artist/marcio-mouse
Marcos K-Marx,N/A...,"Gorilla Warfare, 4 Jungle Records, M Ocean Records, LOWFREQMX, Dutty Audio, Lizplay Records, Nuclear Bass Records, Dnbb Digital, Tamborim Records",,https://drumandbassuk.com/artist/marcos-k-marx
Marcus Ezra,N/A...,Soul Bros. Records,,https://drumandbassuk.com/artist/marcus-ezra
Marcus Intalex,N/A...,"Ingredients Records, Exit Records, Inneractive Music, Future Cut Recordings, SUNANDBASS Recordings, Signature, Metalheadz, Soul:r",,https://drumandbassuk.com/artist/marcus-intalex
Marcus Visionary,N/A...,"Inner City Dance, Stereo One Music, Necessary Bass, Something Public Records",,https://drumandbassuk.com/artist/marcus-visionary
Marianna Ray,N/A...,"Right Good Records, Korsakov Music, Play Me Too Records, Liquicity, 2208816 Records DK, Mainframe Recordings, Cliques Collective Audio, Lights Out Audio",,https://drumandbassuk.com/artist/marianna-ray
Mark Ham,N/A...,"TAMRECORDS, S+S Mack Records",,https://drumandbassuk.com/artist/mark-ham
Marvel Cinema,N/A...,"Fokuz Recordings, T3K, Grand Theft Audio Recordings UK, Liquid Drops, Grid Recordings UK, Four Corners, Portal Recordings, Straight Up Breakbeat, Celsius Recordings, Offworld Recordings, Lunar Records",,https://drumandbassuk.com/artist/marvel-cinema
Marvellous Cain,N/A...,"Junglist Network, Suburban Base Records, Kartoons, RIQYARDROCK",,https://drumandbassuk.com/artist/marvellous-cain
Master Error,N/A...,"DPMO, Exert Records, Octave Recordings, Gradient Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/master-error
Masterwizard,N/A...,Promo Audio recordings,,https://drumandbassuk.com/artist/masterwizard
